Ticker,Company Name,Sector,Industry,P/E Ratio,P/B Ratio,Debt-to-Equity Ratio,ROE,ROA
AIRAN.NS,Airan Limited,Technology,Information Technology Services,15.148649,3.3359785,0.562,,
AIROLAM.NS,Airo Lam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",26.181444,2.7032552,113.675,,
AJANTPHARM.NS,Ajanta Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,40.279972,9.564182,0.892,0.24445,0.15313
AJMERA.NS,Ajmera Realty & Infra India Limited,Real Estate,Real Estate - Development,30.276197,4.186715,78.303,0.13003,0.078449994
AJOONI.NS,Ajooni Biotech Limited,Consumer Defensive,Packaged Foods,32.272728,1.4564103,2.419,0.03537,0.01385
AKASH.NS,Akash Infra-Projects Limited,Industrials,Engineering & Construction,256.46155,0.67090595,108.249,,
AKG.NS,AKG Exim Limited,Industrials,Industrial Distribution,48.28205,1.1381081,27.023,,
AKI.NS,AKI India Limited,Consumer Cyclical,Footwear & Accessories,87.588234,2.138446,37.112,,
AKSHAR.NS,Akshar Spintex Limited,Consumer Cyclical,Textile Manufacturing,,0.52631575,43.251,,
AKSHARCHEM.NS,AksharChem (India) Limited,Basic Materials,Specialty Chemicals,,0.9472813,26.108,-0.013300001,0.00642
AKSHOPTFBR.NS,Aksh Optifibre Limited,Technology,Communication Equipment,,5.186972,252.984,,
AKUMS.NS,,Healthcare,Drug Manufacturers - Specialty & Generic,32.42408,3.1485658,18.633,0.16596001,0.05006
AKZOINDIA.NS,Akzo Nobel India Limited,Basic Materials,Specialty Chemicals,36.65934,11.196178,4.524,0.31476998,0.11605
ALANKIT.NS,Alankit Limited,Technology,Information Technology Services,19.923811,1.9103278,10.635,0.10354,0.03275
ALBERTDAVD.NS,Albert David Limited,Healthcare,Drug Manufacturers - Specialty & Generic,10.902616,1.9502931,0.868,,
ALEMBICLTD.NS,Alembic Limited,Real Estate,Real Estate - Development,11.248966,1.597857,0.419,,
ALICON.NS,Alicon Castalloy Limited,Industrials,Metal Fabrication,23.381895,3.0507092,59.666,,
ALKALI.NS,Alkali Metals Limited,Basic Materials,Specialty Chemicals,,2.3212693,,,
ALKEM.NS,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,30.887424,6.356084,13.238,,
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,Basic Materials,Specialty Chemicals,56.608177,7.2312613,0.17,0.13419,0.08249
ALLCARGO.NS,Allcargo Logistics Limited,Industrials,Integrated Freight & Logistics,113.93182,1.9537766,,,
ALLDIGI.NS,Alldigi Tech Limited,Industrials,Specialty Business Services,18.681683,5.321946,15.288,0.289,0.14601
ALMONDZ.NS,Almondz Global Securities Limited,Financial Services,Capital Markets,15.731708,2.3058772,13.477,0.15301,0.108459994
ALOKINDS.NS,Alok Industries Limited,Consumer Cyclical,Textile Manufacturing,,,,,-0.028269999
ALPA.NS,Alpa Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,11.858586,1.6260839,3.454,,
ALPHAGEO.NS,Alphageo (India) Limited,Energy,Oil & Gas Equipment & Services,20.99244,1.0140095,,,
ALPSINDUS.NS,Alps Industries Limited,Consumer Cyclical,Textile Manufacturing,,,,,
AMBER.NS,Amber Enterprises India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",125.345665,11.054053,95.3,0.0939,0.045339998
AMBICAAGAR.NS,Ambica Agarbathies Aroma & Industries Limited,Consumer Defensive,Household & Personal Products,34.333336,0.49432367,79.303,0.01455,0.03011
AMBIKCO.NS,Ambika Cotton Mills Limited,Consumer Cyclical,Textile Manufacturing,14.272503,1.0321436,,0.07416,0.053189997
AMBUJACEM.NS,Ambuja Cements Limited,Basic Materials,Building Materials,41.970276,2.6940746,1.301,0.077259995,0.03824
AMDIND.NS,AMD Industries Limited,Consumer Cyclical,Packaging & Containers,76.139244,0.7384536,66.777,,
AMIORG.NS,Ami Organics Limited,Basic Materials,Specialty Chemicals,91.63808,7.0752926,0.509,0.10312,0.066
AMJLAND.NS,AMJ Land Holdings Limited,Real Estate,Real Estate - Development,21.411947,1.2257646,4.117,0.06863,0.047859997
AMNPLST.NS,Amines & Plasticizers Limited,Basic Materials,Chemicals,34.899868,6.534346,38.619,,
AMRUTANJAN.NS,Amrutanjan Health Care Limited,Healthcare,Drug Manufacturers - Specialty & Generic,45.012188,7.402341,0.599,,
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,Asset Management,61.983273,29.48085,11.665,0.46761,0.28059998
ANANTRAJ.NS,Anant Raj Limited,Real Estate,Real Estate - Development,79.736084,7.4174423,10.003,0.10491,0.052249998
ANDHRAPAP.NS,Andhra Paper Limited,Basic Materials,Paper & Paper Products,10.168234,0.99547833,13.044,0.10286,0.04042
ANDHRSUGAR.NS,The Andhra Sugars Limited,Basic Materials,Chemicals,23.518608,0.81156987,1.843,,
ANGELONE.NS,Angel One Limited,Financial Services,Capital Markets,19.267906,4.882411,59.402,0.33366,0.090059996
ANIKINDS.NS,Anik Industries Limited,Consumer Defensive,Food Distribution,,0.903279,1.825,,
ANKITMETAL.NS,Ankit Metal & Power Limited,Basic Materials,Steel,,,,,
ANMOL.NS,Anmol India Limited,Energy,Thermal Coal,11.13278,1.4344525,158.723,0.13944,0.03153
ANSALAPI.NS,Ansal Properties & Infrastructure Limited,Real Estate,Real Estate - Development,,,,,
ANTGRAPHIC.NS,Antarctica Limited,Consumer Cyclical,Packaging & Containers,,1.3891532,17.416,,
ANUHPHR.NS,Anuh Pharma Limited,,,,,,,
ANUP.NS,The Anup Engineering Limited,Industrials,Specialty Industrial Machinery,100.1827,12.502736,3.431,0.23652,0.097770005
ANURAS.NS,Anupam Rasayan India Ltd,Basic Materials,Specialty Chemicals,112.30469,2.8579438,36.511,,
APARINDS.NS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,47.6196,9.9385605,13.218,0.25878,0.09843001
APCL.NS,Anjani Portland Cement Limited,Basic Materials,Building Materials,,1.5782752,143.612,,
APCOTEXIND.NS,Apcotex Industries Limited,Basic Materials,Specialty Chemicals,38.84921,3.7385676,39.329,0.10042,0.054180004
APEX.NS,Apex Frozen Foods Limited,Consumer Defensive,Farm Products,160.31126,1.5218977,21.505,,
APLAPOLLO.NS,APL Apollo Tubes Limited,Basic Materials,Steel,73.225655,11.108628,26.57,0.16073,0.07566
APLLTD.NS,Alembic Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,31.749697,4.210933,21.817,0.13814001,0.066139996
APOLLO.NS,Apollo Micro Systems Limited,Industrials,Aerospace & Defense,55.54762,4.902548,37.42,0.09385,0.06494
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,88.66366,14.550134,93.132,0.16549,0.072270006
APOLLOPIPE.NS,Apollo Pipes Limited,Industrials,Building Products & Equipment,64.536285,2.9240174,20.378,0.05469,0.05046
APOLLOTYRE.NS,Apollo Tyres Limited,Consumer Cyclical,Auto Parts,23.317265,2.4308236,35.283,,
APOLSINHOT.NS,Apollo Sindoori Hotels Limited,Industrials,Specialty Business Services,49.397385,3.3463957,64.577,,
APTECHT.NS,Aptech Limited,Consumer Defensive,Education & Training Services,55.04611,4.2607627,3.26,,
APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,Mortgage Finance,23.182156,3.872522,154.359,0.17879999,0.07439
ARCHIDPLY.NS,Archidply Industries Limited,Basic Materials,Lumber & Wood Production,,2.1874497,132.932,,
ARCHIES.NS,Archies Limited,Consumer Cyclical,Specialty Retail,,0.8708821,56.669,,
ARE&M.NS,Amara Raja Energy & Mobility Limited,Industrials,Electrical Equipment & Parts,21.756153,2.9403687,4.647,0.152,0.08685
ARENTERP.NS,Rajdarshan Industries Limited,Basic Materials,Other Industrial Metals & Mining,17.297058,0.76232076,,0.04601,-0.00389
ARIES.NS,Aries Agro Limited,Basic Materials,Agricultural Inputs,14.115755,1.5349725,27.793,,
ARIHANTCAP.NS,Arihant Capital Markets Limited,Financial Services,Capital Markets,12.829487,2.8100078,53.667,0.25595,0.095790006
ARIHANTSUP.NS,Arihant Superstructures Limited,Real Estate,Real Estate - Development,30.697996,9.159519,174.597,0.16935,0.04547
ARKADE.NS,,Real Estate,Real Estate - Development,21.296732,7.6574545,22.009,,
ARMANFIN.NS,Arman Financial Services Limited,Financial Services,Credit Services,8.338414,1.551369,212.25,,
AROGRANITE.NS,Aro Granite Industries Limited,Industrials,Building Products & Equipment,,0.36675537,98.293,,
ARROWGREEN.NS,Arrow Greentech Limited,Consumer Cyclical,Packaging & Containers,22.10283,7.247062,0.596,0.38489,0.28035998
ARSHIYA.NS,Arshiya Limited,Industrials,Integrated Freight & Logistics,,,,,-0.02497
ARSSINFRA.NS,ARSS Infrastructure Projects Limited,Industrials,Infrastructure Operations,,,,,
ARTNIRMAN.NS,Art Nirman Limited,Real Estate,Real Estate - Development,111.867935,4.1924763,8.28,,
ARVEE.NS,Arvee Laboratories (India) Ltd.,Basic Materials,Specialty Chemicals,84.23672,6.600174,3.435,,
ARVIND.NS,Arvind Limited,Consumer Cyclical,Textile Manufacturing,37.657944,3.1127143,43.403,0.086969994,0.05012
ARVINDFASN.NS,Arvind Fashions Limited,Consumer Cyclical,Apparel Manufacturing,98.05762,6.882134,98.689,0.114700004,0.05129
ARVSMART.NS,Arvind SmartSpaces Limited,Real Estate,Real Estate - Development,59.81183,7.684736,19.479,0.123900004,0.03723
ASAHIINDIA.NS,Asahi India Glass Limited,Consumer Cyclical,Auto Parts,58.838936,7.383805,95.42,0.13222,0.061
ASAHISONG.NS,Asahi Songwon Colors Limited,Basic Materials,Specialty Chemicals,42.07416,1.7514833,72.333,0.02348,0.02537
ASAL.NS,Automotive Stampings and Assemblies Limited,Consumer Cyclical,Auto Parts,50.161537,2138.0327,20423.77,,0.076290004
ASALCBR.NS,Associated Alcohols & Breweries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,34.64039,4.396062,20.141,0.13778,0.07755
ASHAPURMIN.NS,Ashapura Minechem Limited,Basic Materials,Other Industrial Metals & Mining,16.484598,3.9484553,107.228,,
ASHIANA.NS,Ashiana Housing Limited,Real Estate,Real Estate - Development,106.05179,4.2770634,19.235,,
ASHIMASYN.NS,Ashima Limited,Consumer Cyclical,Textile Manufacturing,6.6402326,2.1558654,40.485,0.37839,0.09385
ASHOKA.NS,Ashoka Buildcon Limited,Industrials,Engineering & Construction,8.2446995,3.5401442,224.785,,
ASHOKAMET.NS,Ashoka Metcast Limited,Basic Materials,Steel,6.4425774,0.5329379,8.812,0.07926,0.04971
ASHOKLEY.NS,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,24.517357,6.242765,332.769,0.23315,0.07393
ASIANENE.NS,Asian Energy Services Limited,Energy,Oil & Gas Equipment & Services,39.053497,5.553443,8.046,,
ASIANHOTNR.NS,Asian Hotels (North) Limited,Consumer Cyclical,Lodging,,6.2256846,1405.005,,
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,47.781967,12.115929,13.467,0.25827,0.12689
ASIANTILES.NS,Asian Granito India Limited,Industrials,Building Products & Equipment,,0.68670136,19.392,,
ASKAUTOLTD.NS,,Consumer Cyclical,Auto Parts,42.079998,10.145952,43.435,0.27049,0.11021
ASMS.NS,Bartronics India Limited,Technology,Information Technology Services,164.63637,20.816093,,,
ASPINWALL.NS,Aspinwall and Company Limited,Consumer Defensive,Farm Products,18.094513,1.2499841,21.628,0.08728,0.02063
ASTEC.NS,Astec LifeSciences Limited,Basic Materials,Agricultural Inputs,,7.2941966,171.539,-0.30148,-0.07639
ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,Medical Care Facilities,121.997574,7.320954,53.874,0.06988,0.025510002
ASTRAL.NS,Astral Limited,Industrials,Building Products & Equipment,87.82653,13.711746,5.738,0.15989,0.09806
ASTRAMICRO.NS,Astra Microwave Products Limited,Technology,Communication Equipment,55.250183,7.4870043,24.596,,
ASTRAZEN.NS,AstraZeneca Pharma India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,195.14809,22.676178,0.645,,
ASTRON.NS,Astron Paper & Board Mill Limited,Basic Materials,Paper & Paper Products,,0.6463974,55.964,,
ATALREAL.NS,Atal Realtech Limited,Industrials,Engineering & Construction,23.333334,2.3351648,24.41,,
ATAM.NS,Atam Valves Limited,Industrials,Specialty Industrial Machinery,24.806885,4.790636,41.46,,
ATFL.NS,Agro Tech Foods Limited,Consumer Defensive,Packaged Foods,509.00568,4.551528,2.548,0.008669999,0.00519
ATGL.NS,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,104.44618,18.800898,37.268,0.19646999,0.097229995
ATL.NS,Allcargo Terminals Limited,Industrials,Integrated Freight & Logistics,21.581007,3.638847,149.903,0.18061,0.053239997
ATLANTAA.NS,Atlantaa Limited,Industrials,Infrastructure Operations,2.4250853,2.5664995,155.227,,
ATUL.NS,Atul Ltd,Basic Materials,Specialty Chemicals,54.721054,3.691618,3.853,0.07209,0.044749998
ATULAUTO.NS,Atul Auto Limited,Consumer Cyclical,Auto Manufacturers,88.90965,3.7728865,33.693,,
AUBANK.NS,AU Small Finance Bank Limited,Financial Services,Banks - Regional,21.503523,2.5464122,,0.1309,0.0155
AURIONPRO.NS,Aurionpro Solutions Limited,Technology,Software - Infrastructure,52.85084,6.8162637,2.306,0.16813,0.088970006
AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,20.426311,2.3690538,27.286,0.12128,0.06765
AURUM.NS,Aurum PropTech Limited,Real Estate,Real Estate Services,,6.329694,65.051,-0.1927,-0.04754
AUSOMENT.NS,AuSom Enterprise Limited,Financial Services,Capital Markets,11.706214,1.0703032,0.127,0.095010005,0.06264
AUTOAXLES.NS,Automotive Axles Limited,Consumer Cyclical,Auto Parts,17.504438,2.9909558,3.054,0.18136999,0.09851
AUTOIND.NS,Autoline Industries Limited,Consumer Cyclical,Auto Parts,21.589596,3.2183478,97.547,,
AVADHSUGAR.NS,Avadh Sugar & Energy Limited,Consumer Defensive,Confectioners,12.121562,0.99782366,68.097,0.08505,0.07221
AVALON.NS,Avalon Technologies Limited,Technology,Electronic Components,231.73302,11.604724,35.437,0.052600004,0.029849999
AVANTEL.NS,Avantel Limited,Technology,Communication Equipment,65.13389,19.263704,8.772,0.35957,0.22752
AVANTIFEED.NS,Avanti Feeds Limited,Consumer Defensive,Packaged Foods,21.368969,3.7760842,0.615,,
AVG.NS,AVG Logistics Limited,Industrials,Integrated Freight & Logistics,11.868361,2.5192661,110.255,,
AVL.NS,Aditya Vision Limited,Consumer Cyclical,Specialty Retail,67.58666,13.350364,65.467,,
AVONMORE.NS,Avonmore Capital & Management Services Limited,Financial Services,Capital Markets,12.410257,1.1243613,5.734,,
AVROIND.NS,Avro India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",53.809246,6.506832,54.127,,
AVTNPL.NS,AVT Natural Products Limited,Basic Materials,Specialty Chemicals,25.706667,2.5012975,9.073,,
AWFIS.NS,,Industrials,Rental & Leasing Services,,,291.752,,
AWHCL.NS,Antony Waste Handling Cell Limited,Industrials,Waste Management,25.426828,3.091897,62.2,,
AWL.NS,Adani Wilmar Limited,Consumer Defensive,Packaged Foods,41.779102,4.5961876,24.148,0.11617,0.05014
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,12.0145855,1.9349524,,0.17764999,0.01918
AXISCADES.NS,AXISCADES Technologies Limited,Industrials,Engineering & Construction,56.43336,4.2180243,53.894,,
AXITA.NS,Axita Cotton Limited,Consumer Cyclical,Textile Manufacturing,16.157145,6.0937505,39.222,,
AYMSYNTEX.NS,AYM Syntex Limited,Consumer Cyclical,Textile Manufacturing,56.658432,3.231773,73.466,0.05903,0.041729998
AZAD.NS,,Industrials,Specialty Industrial Machinery,144.25298,15.572193,6.113,,
BAFNAPH.NS,Bafna Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,460.16666,2.4239142,30.17,,
BAGFILMS.NS,B.A.G. Films and Media Limited,Communication Services,Broadcasting,,1.4124738,51.834,,
BAIDFIN.NS,Baid Finserv Limited,Financial Services,Credit Services,18.146341,1.0711972,145.016,,
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,33.373108,7.8901925,16.523,0.24445,0.16375
BAJAJCON.NS,Bajaj Consumer Care Limited,Consumer Defensive,Household & Personal Products,20.483904,4.122328,0.923,0.1886,0.09087
BAJAJELEC.NS,Bajaj Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",81.53682,6.0155115,111.453,0.07661,0.019019999
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,29.553875,3.6453173,211.987,0.1619,0.05189
BAJAJHCARE.NS,Bajaj HealthCare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,,5.6761284,119.566,,
BAJAJHFL.NS,,Financial Services,Mortgage Finance,56.558556,5.5663433,396.32,0.122279994,0.05795
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,Consumer Defensive,Confectioners,,0.887152,82.216,-0.0049,0.0042
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,16.708984,2.067187,0.068,0.118030004,0.01476
BAJEL.NS,Bajel Projects Limited,Utilities,Utilities - Regulated Electric,153.77977,5.2605324,2.634,,
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,27.622593,4.893381,290.321,0.20686,0.04145
BALAJEE.NS,,Consumer Cyclical,Packaging & Containers,21.243402,2.7969112,116.282,,
BALAJITELE.NS,Balaji Telefilms Limited,Communication Services,Entertainment,366.69562,1.9860594,18.398,,
BALAMINES.NS,Balaji Amines Limited,Basic Materials,Specialty Chemicals,31.42972,3.6774986,1.04,,
BALAXI.NS,Balaxi Pharmaceuticals Limited,Healthcare,Biotechnology,10.780058,1.8607948,9.636,-0.01242,0.11203
BALKRISHNA.NS,Balkrishna Paper Mills Limited,Consumer Cyclical,Packaging & Containers,,,,,
BALKRISIND.NS,Balkrishna Industries Limited,Consumer Cyclical,Auto Parts,33.429264,5.792552,33.214,0.18488,0.08315
BALMLAWRIE.NS,Balmer Lawrie & Co. Ltd.,Industrials,Conglomerates,13.6451,2.039468,6.839,0.1505,0.059070002
BALPHARMA.NS,Bal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,24.26378,2.811267,201.625,,
BALRAMCHIN.NS,Balrampur Chini Mills Limited,Consumer Defensive,Confectioners,24.50678,2.979188,17.024,0.12902,0.071830004
BALUFORGE.NS,Balu Forge Industries Limited,Industrials,Metal Fabrication,62.195896,9.123458,,0.20251,0.122279994
BANARBEADS.NS,Banaras Beads Limited,Consumer Cyclical,Footwear & Accessories,27.16421,1.5272171,28.272,0.056939997,0.03263
BANARISUG.NS,Bannari Amman Sugars Limited,Consumer Defensive,Confectioners,35.158066,2.7174523,28.789,,
BANCOINDIA.NS,Banco Products (India) Limited,Consumer Cyclical,Auto Parts,20.009352,6.5488863,40.225,,
BANDHANBNK.NS,Bandhan Bank Limited,Financial Services,Banks - Regional,11.877168,1.1164845,,0.12529,0.01679
BANG.NS,Bang Overseas Limited,Consumer Cyclical,Apparel Manufacturing,,1.3263292,30.429,,
BANKA.NS,Banka BioLoo Limited,Industrials,Pollution & Treatment Controls,,2.7632444,65.171,,
BANKBARODA.NS,Bank of Baroda Limited,Financial Services,Banks - Regional,6.364694,0.9416538,,0.16038,0.012150001
BANKINDIA.NS,Bank of India Limited,Financial Services,Banks - Regional,5.8564897,0.63140696,,0.11444,0.00839
BANSALWIRE.NS,,Basic Materials,Steel,60.54483,13.245723,147.709,,
BANSWRAS.NS,Banswara Syntex Limited,Consumer Cyclical,Textile Manufacturing,23.022354,0.9803834,84.931,0.0435,0.02643
BARBEQUE.NS,Barbeque-Nation Hospitality Limited,Consumer Cyclical,Restaurants,,4.5396247,169.803,,
BASF.NS,BASF India Limited,Basic Materials,Specialty Chemicals,37.622574,7.573479,4.842,,
BASML.NS,Bannari Amman Spinning Mills Ltd,Consumer Cyclical,Textile Manufacturing,,0.8370409,112.355,,
BATAINDIA.NS,Bata India Limited,Consumer Cyclical,Footwear & Accessories,49.21062,11.682342,97.861,0.24205999,0.06898
BAYERCROP.NS,Bayer CropScience Limited,Basic Materials,Agricultural Inputs,44.722782,9.096695,1.653,,
BBL.NS,Bharat Bijlee Limited,Industrials,Electrical Equipment & Parts,75.29309,1.8786588,6.456,0.065689996,0.03304
BBOX.NS,Black Box Limited,Technology,Software - Application,66.07921,17.644415,113.253,0.3443,0.079229996
BBTC.NS,"The Bombay Burmah Trading Corporation, Limited",Consumer Defensive,Packaged Foods,12.416291,3.1703827,32.495,,
BBTCL.NS,B&B Triplewall Containers Limited,Consumer Cyclical,Packaging & Containers,43.428867,3.6111922,158.682,,
BCLIND.NS,BCL Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,13.818666,1.0819049,48.176,0.16377,0.08672
BCONCEPTS.NS,Brand Concepts Limited,Consumer Cyclical,Footwear & Accessories,71.20214,9.277847,113.403,,
BDL.NS,Bharat Dynamics Limited,Industrials,Aerospace & Defense,181.2855,12.224082,0.103,,
BEARDSELL.NS,Beardsell Limited,Industrials,Building Products & Equipment,19.009523,2.2186406,46.59,,
BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,Consumer Defensive,Packaged Foods,67.28866,8.682847,13.212,0.16565001,0.09397
BEDMUTHA.NS,Bedmutha Industries Limited,Basic Materials,Steel,19.196377,5.393309,194.726,,
BEL.NS,Bharat Electronics Limited,Industrials,Aerospace & Defense,47.323154,12.138645,0.344,0.27934,0.08809
BEML.NS,BEML Limited,Industrials,Conglomerates,59.12624,6.316358,2.658,,
BEPL.NS,Bhansali Engineering Polymers Limited,Basic Materials,Chemicals,18.99862,3.5238512,,0.19336,0.11135
BERGEPAINT.NS,Berger Paints India Limited,Basic Materials,Specialty Chemicals,45.127163,9.261928,14.219,0.2194,0.105340004
BESTAGRO.NS,Best Agrolife Limited,Basic Materials,Agricultural Inputs,40.14772,1.9554785,76.482,0.05039,0.03215
BFINVEST.NS,BF Investment Limited,Financial Services,Asset Management,4.9688907,0.3279606,,0.079229996,0.0036199999
BFUTILITIE.NS,BF Utilities Limited,Utilities,Utilities - Renewable,23.816046,,288.712,,
BGLOBAL.NS,Bharatiya Global Infomedia Limited,Technology,Software - Application,,0.08310966,19.242,,
BGRENERGY.NS,BGR Energy Systems Limited,Industrials,Engineering & Construction,,,,,
BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,Basic Materials,Agricultural Inputs,967.65625,7.7881737,14.864,,
BHAGERIA.NS,Bhageria Industries Limited,Basic Materials,Specialty Chemicals,30.958797,1.6081896,4.852,0.05167,0.022130001
BHAGYANGR.NS,Bhagyanagar India Limited,Basic Materials,Copper,29.06006,1.5513731,120.1,0.0551,-0.02141
BHANDARI.NS,Bhandari Hosiery Exports Limited,Consumer Cyclical,Apparel Manufacturing,22.59375,1.1866076,122.429,,
BHARATFORG.NS,Bharat Forge Limited,Consumer Cyclical,Auto Parts,63.905556,8.436198,110.941,,
BHARATGEAR.NS,Bharat Gears Limited,Consumer Cyclical,Auto Parts,33.588436,1.3709946,102.5,,
BHARATRAS.NS,Bharat Rasayan Limited,Basic Materials,Agricultural Inputs,27.25482,4.344972,8.146,,
BHARATWIRE.NS,Bharat Wire Ropes Limited,Basic Materials,Steel,17.327988,2.100413,17.798,0.12958,0.091759995
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,76.7731,10.542295,204.474,0.12929,0.0544
BHARTIHEXA.NS,,Communication Services,Telecom Services,176.8468,14.310358,163.625,0.25507,0.05618
BHEL.NS,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,189.72441,3.5231245,37.719,0.017690001,0.00728
BIGBLOC.NS,Bigbloc Construction Limited,Industrials,Building Products & Equipment,63.416668,14.499184,131.191,,
BIKAJI.NS,Bikaji Foods International Limited,Consumer Defensive,Packaged Foods,67.26569,14.792193,16.545,0.24414,0.14041
BIL.NS,Bhartiya International Ltd.,Consumer Cyclical,Footwear & Accessories,2433.7878,2.58462,132.557,,
BIOCON.NS,Biocon Limited,Healthcare,Biotechnology,27.485403,1.9320512,62.765,0.07314,0.01774
BIOFILCHEM.NS,Biofil Chemicals and Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,182.30302,5.378632,2.411,,
BIRLACABLE.NS,Birla Cable Limited,Technology,Communication Equipment,88.20816,2.4581978,56.562,0.028859999,0.02734
BIRLACORPN.NS,Birla Corporation Limited,Basic Materials,Building Materials,31.042288,1.3860967,57.335,0.046869997,0.03042
BIRLAMONEY.NS,Aditya Birla Money Limited,Financial Services,Capital Markets,19.551855,7.096579,743.508,0.44346002,0.03609
BLACKBUCK.NS,,Technology,Software - Application,,9.290378,49.473,,
BLAL.NS,BEML Land Assets Limited,Financial Services,Shell Companies,,505.19476,365.482,,
BLBLIMITED.NS,BLB Limited,Financial Services,Capital Markets,9.635922,0.9783627,0.694,0.10621,0.10177
BLISSGVS.NS,Bliss GVS Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,26.64094,1.6511376,8.986,0.07157,0.060599998
BLKASHYAP.NS,B.L. Kashyap and Sons Limited,Industrials,Engineering & Construction,28.513107,3.2354438,53.761,0.121400006,0.044
BLS.NS,BLS International Services Limited,Industrials,Specialty Business Services,47.704838,16.46003,2.122,,
BLSE.NS,,Industrials,Specialty Business Services,42.216496,4.3149776,1.669,,
BLUECHIP.NS,Blue Chip India Limited,Financial Services,Capital Markets,408.5,25.06135,,-0.01826,-0.00357
BLUECOAST.NS,Blue Coast Hotels Limited,Consumer Cyclical,Lodging,0.20929104,,,,
BLUEDART.NS,Blue Dart Express Limited,Industrials,Integrated Freight & Logistics,58.848343,11.706239,76.963,0.21422,0.07355
BLUEJET.NS,Blue Jet Healthcare Limited,Healthcare,Biotechnology,57.976315,10.580176,0.117,0.19779,0.11525
BLUESTARCO.NS,Blue Star Limited,Industrials,Building Products & Equipment,78.01634,15.115754,12.747,0.20624,0.066589996
BODALCHEM.NS,Bodal Chemicals Limited,Basic Materials,Specialty Chemicals,532.23083,0.80419827,83.512,,
BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited,Consumer Cyclical,Textile Manufacturing,1.1568937,2.179411,0.149,,
BOROLTD.NS,Borosil Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",66.6308,7.950572,28.422,,
BORORENEW.NS,Borosil Renewables Limited,Basic Materials,Building Materials,,9.022871,64.195,-0.105670005,-0.031240001
BOROSCI.NS,Borosil Scientific Limited,Consumer Cyclical,Packaging & Containers,51.496914,3.9414628,4.724,,
BOSCHLTD.NS,Bosch Limited,Consumer Cyclical,Auto Parts,48.946014,7.9962745,0.247,0.17151,0.06621
BPCL.NS,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,9.407745,1.600926,76.361,0.17705,0.0555
BPL.NS,BPL Limited,Technology,Consumer Electronics,30.778948,2.2958994,54.612,,
BRIGADE.NS,Brigade Enterprises Limited,Real Estate,Real Estate - Development,61.65605,7.9691973,153.745,,
BRITANNIA.NS,Britannia Industries Limited,Consumer Defensive,Packaged Foods,53.264835,35.302837,85.079,0.69676,0.19472
BRNL.NS,Bharat Road Network Limited,Industrials,Infrastructure Operations,,2.0733972,463.995,,
BROOKS.NS,Brooks Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,,6.530334,8.602,,
BSE.NS,BSE Limited,Financial Services,Financial Data & Stock Exchanges,91.828865,17.897163,,,
